episode,total_reward,loss,epsilon
124,189.0,0.011568982154130936,0.5371084840724134
125,189.0,0.09721329808235168,0.5344229416520513
126,168.0,0.19575655460357666,0.531750826943791
127,378.0,7.042659759521484,0.5290920728090721
128,189.0,0.09286236763000488,0.5264466124450268
129,210.0,0.0008462793775834143,0.5238143793828016
130,273.0,0.038829490542411804,0.5211953074858876
131,210.0,0.9425756335258484,0.5185893309484582
132,252.0,0.3080337941646576,0.5159963842937159
133,126.0,0.045199062675237656,0.5134164023722473
134,168.0,0.0260991882532835,0.510849320360386
135,147.0,0.0008677202858962119,0.5082950737585841
136,399.0,1.8913594484329224,0.5057535983897912
137,273.0,1.88075590133667,0.5032248303978422
138,315.0,0.5805642008781433,0.500708706245853
139,189.0,0.7265757322311401,0.4982051627146237
140,189.0,0.007756981998682022,0.49571413690105054
141,273.0,26.80719566345215,0.4932355662165453
142,168.0,0.00647374615073204,0.4907693883854626
143,231.0,0.09708012640476227,0.4883155414435353
144,189.0,0.0007158988737501204,0.4858739637363176
145,189.0,1.2981030941009521,0.483444593917636
146,168.0,0.012986942194402218,0.4810273709480478
147,189.0,1.8356826305389404,0.47862223409330756
148,189.0,0.00012475624680519104,0.47622912292284103
149,126.0,0.007820273749530315,0.4738479773082268
150,210.0,374.278076171875,0.47147873742168567
151,147.0,2.1375948563218117e-05,0.46912134373457726
152,189.0,0.062252290546894073,0.46677573701590436
153,84.0,0.030216217041015625,0.46444185833082485
154,336.0,0.0005626283236779273,0.46211964903917074
155,189.0,2.7616946697235107,0.4598090507939749
156,168.0,0.013923106715083122,0.457510005540005
157,168.0,2.0036745071411133,0.45522245551230495
158,252.0,0.06065228953957558,0.4529463432347434
159,252.0,0.891064465045929,0.4506816115185697
160,189.0,0.49607062339782715,0.4484282034609769
161,189.0,34.83171844482422,0.446186062443672
162,189.0,1.497183918952942,0.4439551321314536
163,378.0,0.24526192247867584,0.4417353564707963
164,189.0,0.044901102781295776,0.43952667968844233
165,189.0,1.8030405044555664e-06,0.43732904629000013
166,231.0,0.45056548714637756,0.4351424010585501
167,231.0,1.7025279998779297,0.43296668905325736
168,252.0,45.156776428222656,0.43080185560799106
169,147.0,0.020658360794186592,0.4286478463299511
170,105.0,0.27920296788215637,0.42650460709830135
171,336.0,0.18447402119636536,0.42437208406280985
172,189.0,10.69946575164795,0.4222502236424958
173,315.0,0.13169071078300476,0.42013897252428334
174,231.0,1.2127004861831665,0.4180382776616619
175,210.0,0.5338967442512512,0.4159480862733536
176,273.0,0.6909435987472534,0.41386834584198684
177,399.0,2.7424564361572266,0.4117990041127769
178,252.0,0.0017935875803232193,0.40974000909221303
179,294.0,0.019874218851327896,0.40769130904675194
180,105.0,0.622848391532898,0.40565285250151817
181,189.0,22.634963989257812,0.4036245882390106
182,273.0,0.31603729724884033,0.4016064652978155
183,126.0,2.1387321949005127,0.3995984329713264
184,189.0,0.008453301154077053,0.3976004408064698
185,210.0,0.849867582321167,0.39561243860243744
186,189.0,0.0042451778426766396,0.3936343764094253
187,210.0,0.004750510677695274,0.39166620452737816
188,189.0,0.0003767162561416626,0.3897078735047413
189,504.0,11.946054458618164,0.3877593341372176
190,189.0,2.4230825901031494,0.3858205374665315
191,231.0,0.15959863364696503,0.38389143477919885
192,273.0,2.5663524866104126e-05,0.3819719776053028
193,420.0,0.004154205322265625,0.3800621177172763
194,294.0,1.8705161809921265,0.37816180712868996
195,378.0,0.16810300946235657,0.37627099809304654
196,252.0,448.0809631347656,0.3743896431025813
197,231.0,17.36496925354004,0.37251769488706843
198,126.0,0.013093231245875359,0.3706551064126331
199,252.0,0.01070285215973854,0.36880183088056995
200,210.0,0.00593776348978281,0.3669578217261671
201,357.0,0.0008396340999752283,0.36512303261753626
202,126.0,0.9731441736221313,0.3632974174544486
203,105.0,1.0539934635162354,0.3614809303671764
204,252.0,3.223936080932617,0.3596735257153405
205,189.0,0.21690328419208527,0.3578751580867638
206,168.0,0.05544783174991608,0.35608578229633
207,252.0,0.049528252333402634,0.3543053533848483
208,168.0,2.551969289779663,0.35253382661792404
209,189.0,7.832422852516174e-07,0.3507711574848344
210,252.0,4.127960205078125,0.34901730169741024
211,189.0,1.7622951418161392e-06,0.3472722151889232
212,147.0,0.004219368100166321,0.3455358541129786
213,189.0,0.3750852346420288,0.3438081748424137
214,273.0,0.04759156331419945,0.3420891339682016
215,189.0,0.00017220154404640198,0.3403786882983606
216,273.0,1.318137764930725,0.3386767948568688
217,84.0,3.577768802642822e-05,0.33698341088258443
218,273.0,0.09760857373476028,0.3352984938281715
219,189.0,0.016163621097803116,0.33362200135903064
220,189.0,0.0003844557795673609,0.33195389135223546
221,315.0,0.07900717854499817,0.3302941218954743
222,294.0,42.406455993652344,0.32864265128599696
223,315.0,0.013187685050070286,0.326999438029567
224,147.0,0.18018688261508942,0.3253644408394192
225,168.0,0.005097370594739914,0.3237376186352221
226,273.0,1.026783138513565e-05,0.322118930542046
227,84.0,5.218592166900635,0.32050833588933575
228,189.0,2.7482714653015137,0.31890579420988907
229,189.0,12.532093048095703,0.3173112652388396
230,294.0,0.6548359990119934,0.3157247089126454
231,315.0,3.0696606636047363,0.3141460853680822
232,315.0,9.021161079406738,0.3125753549412418
233,210.0,3.7698285579681396,0.31101247816653554
234,189.0,0.001472120638936758,0.30945741577570285
235,168.0,8.331295013427734,0.3079101286968243
236,315.0,0.1068863719701767,0.3063705780533402
237,168.0,0.011298143304884434,0.30483872516307353
238,189.0,16.353986740112305,0.3033145315372582
239,231.0,0.03337690979242325,0.3017979588795719
240,252.0,0.38748422265052795,0.30028896908517405
241,378.0,0.7827832102775574,0.2987875242397482
242,420.0,0.28318390250205994,0.29729358661854943
243,294.0,0.0015330398455262184,0.29580711868545667
244,189.0,395.16363525390625,0.2943280830920294
245,357.0,0.006006155163049698,0.29285644267656924
246,126.0,3.4730112552642822,0.2913921604631864
247,189.0,1.2258424758911133,0.28993519966087045
248,210.0,0.0001631139311939478,0.2884855236625661
249,147.0,0.31277748942375183,0.28704309604425327
250,189.0,3.095700979232788,0.285607880564032
251,231.0,2.7112624645233154,0.28417984116121187
252,210.0,0.5872803330421448,0.2827589419554058
253,84.0,1.462233543395996,0.28134514724562876
254,189.0,0.01874629594385624,0.2799384215094006
255,210.0,12.156292915344238,0.27853872940185365
256,231.0,432.97662353515625,0.27714603575484437
257,378.0,0.31462347507476807,0.2757603055760701
258,336.0,4.029656887054443,0.2743815040481898
259,168.0,0.001081271329894662,0.2730095965279488
260,525.0,4.799012094736099e-05,0.27164454854530906
261,189.0,0.1319178342819214,0.2702863258025825
262,336.0,2.1520750522613525,0.2689348941735696
263,231.0,0.2519875764846802,0.26759021970270175
264,420.0,0.04414128139615059,0.2662522686041882
265,420.0,0.017834246158599854,0.2649210072611673
266,84.0,5.941108703613281,0.26359640222486147
267,252.0,0.8316651582717896,0.26227842021373715
268,441.0,0.23368880152702332,0.2609670281126685
269,399.0,2.5347888469696045,0.25966219297210513
270,231.0,0.04437240585684776,0.2583638820072446
271,546.0,0.35655492544174194,0.2570720625972084
272,105.0,0.0070328861474990845,0.25578670228422234
273,168.0,0.19933739304542542,0.25450776877280124
274,63.0,0.08127058297395706,0.2532352299289372
275,273.0,0.29915571212768555,0.2519690537792925
276,504.0,0.3997567296028137,0.2507092085103961
277,252.0,2.0292859077453613,0.2494556624678441
278,210.0,0.006105899810791016,0.24820838415550486
279,189.0,0.1380278468132019,0.24696734223472733
280,189.0,0.004355242475867271,0.2457325055235537
281,378.0,0.016865581274032593,0.24450384299593592
282,252.0,0.0006285144481807947,0.24328132378095624
283,147.0,0.0026004770770668983,0.24206491716205145
284,420.0,0.02635866403579712,0.2408545925762412
285,273.0,17.150209426879883,0.23965031961336
286,399.0,0.7937293648719788,0.2384520680152932
287,252.0,0.026413192972540855,0.23725980767521673
288,126.0,0.06638076901435852,0.23607350863684065
289,210.0,0.008451897650957108,0.23489314109365644
290,189.0,23.617528915405273,0.23371867538818816
291,357.0,7.426156997680664,0.23255008201124722
292,441.0,0.030057281255722046,0.231387331601191
293,168.0,0.8877690434455872,0.23023039494318503
294,420.0,0.8700309991836548,0.2290792429684691
295,273.0,1.7274260520935059,0.22793384675362674
296,273.0,0.002211594022810459,0.22679417751985861
297,147.0,0.008063675835728645,0.22566020663225933
298,189.0,0.1951763927936554,0.22453190559909803
299,252.0,0.4404117465019226,0.22340924607110255
300,189.0,0.877133309841156,0.22229219984074702
301,210.0,8.718423843383789,0.2211807388415433
302,315.0,2.6077499389648438,0.22007483514733558
303,315.0,0.14238139986991882,0.2189744609715989
304,210.0,0.009349912405014038,0.2178795886667409
305,189.0,1.8754653930664062,0.2167901907234072
306,189.0,0.000743514159694314,0.21570623976979014
307,420.0,18.406267166137695,0.21462770857094118
308,105.0,51.40406036376953,0.21355457002808648
309,210.0,2.366647243499756,0.21248679717794605
310,189.0,1.7516968250274658,0.21142436319205632
311,210.0,31.270923614501953,0.21036724137609603
312,252.0,0.7129186391830444,0.20931540516921554
313,210.0,0.02288893423974514,0.20826882814336947
314,210.0,0.07521098852157593,0.20722748400265262
315,378.0,3.003242015838623,0.20619134658263935
316,105.0,0.21216808259487152,0.20516038984972615
317,315.0,0.01577029377222061,0.2041345879004775
318,378.0,0.13879990577697754,0.2031139149609751
319,210.0,4.799012094736099e-05,0.20209834538617025
320,294.0,0.02868189476430416,0.2010878536592394
321,168.0,86.39727783203125,0.2000824143909432
322,441.0,417.1925964355469,0.19908200231898848
323,315.0,0.00590019766241312,0.19808659230739353
324,189.0,0.007291141897439957,0.19709615934585656
325,399.0,0.00048413965851068497,0.19611067854912728
326,378.0,0.031130148097872734,0.19513012515638165
327,357.0,0.13447950780391693,0.19415447453059972
328,147.0,0.6643284559249878,0.19318370215794672
329,189.0,0.0015199242625385523,0.192217783647157
330,63.0,2.128012180328369,0.1912566947289212
331,189.0,0.012612342834472656,0.1903004112552766
332,84.0,2.355205774307251,0.18934890919900021
333,252.0,0.02833665907382965,0.18840216465300522
334,315.0,1.0764188766479492,0.18746015382974018
335,252.0,0.026072077453136444,0.1865228530605915
336,126.0,602.073486328125,0.18559023879528855
337,126.0,11.066566467285156,0.1846622876013121
338,126.0,0.012387157417833805,0.18373897616330553
339,252.0,0.24420511722564697,0.182820281282489
340,147.0,4.845426559448242,0.18190617987607657
341,189.0,0.05405540019273758,0.18099664897669618
342,189.0,0.0011217838618904352,0.1800916657318127
343,357.0,0.010995283722877502,0.17919120740315364
344,399.0,0.005101729184389114,0.17829525136613786
345,294.0,0.0005915844812989235,0.17740377510930716
346,189.0,0.023859350010752678,0.17651675623376062
347,210.0,20340.572265625,0.1756341724525918
348,294.0,6.441865116357803e-05,0.17475600159032884
349,294.0,9.211734868586063e-05,0.17388222158237718
350,252.0,1.0257681608200073,0.1730128104744653
351,294.0,0.00010482990182936192,0.17214774642209296
352,189.0,0.06708239018917084,0.1712870076899825
353,294.0,0.011415221728384495,0.17043057265153258
354,189.0,0.020937828347086906,0.16957841978827493
355,378.0,4.569278098642826e-05,0.16873052768933355
356,168.0,0.008895238861441612,0.1678868750508869
357,147.0,6.538440227508545,0.16704744067563246
358,441.0,0.9217593669891357,0.1662122034722543
359,315.0,3.118906170129776e-05,0.16538114245489302
360,357.0,2.0954757928848267e-07,0.16455423674261854
361,210.0,23.816234588623047,0.16373146555890544
362,378.0,0.028640562668442726,0.16291280823111093
363,273.0,5.391287803649902,0.16209824418995536
364,231.0,0.10338360071182251,0.16128775296900558
365,273.0,0.4222143888473511,0.16048131420416054
366,336.0,0.06093822419643402,0.15967890763313974
367,462.0,0.06704287976026535,0.15888051309497406
368,357.0,0.0009248147252947092,0.1580861105294992
369,210.0,0.009288046509027481,0.1572956799768517
370,336.0,0.018750473856925964,0.15650920157696743
371,210.0,0.004207482561469078,0.1557266555690826
372,168.0,6.2622129917144775e-06,0.1549480222912372
373,189.0,0.6908040642738342,0.15417328217978102
374,231.0,1.0023818016052246,0.1534024157688821
375,420.0,0.007503742352128029,0.1526354036900377
376,126.0,2.0160481929779053,0.1518722266715875
377,357.0,0.021789751946926117,0.15111286553822956
378,420.0,0.7509295344352722,0.15035730121053842
379,357.0,0.02754092589020729,0.14960551470448571
380,84.0,0.005916617810726166,0.14885748713096328
381,357.0,0.005431682802736759,0.14811319969530845
382,336.0,0.29912233352661133,0.1473726336968319
383,189.0,0.03082399070262909,0.14663577052834775
384,189.0,0.0,0.14590259167570602
385,315.0,0.06482531130313873,0.1451730787173275
386,399.0,0.008655108511447906,0.14444721332374086
387,357.0,0.057397738099098206,0.14372497725712216
388,252.0,0.2835088074207306,0.14300635237083656
389,378.0,0.016534311696887016,0.14229132060898236
390,105.0,2.295617014169693e-05,0.14157986400593744
391,147.0,0.110072560608387,0.14087196468590776
392,126.0,0.041129693388938904,0.14016760486247823
393,420.0,0.002634827047586441,0.13946676683816583
394,168.0,7.589883804321289,0.138769433003975
395,105.0,0.002436625072732568,0.13807558583895513
396,336.0,1.2884550094604492,0.13738520790976036
397,462.0,1.6612493991851807,0.13669828187021155
398,357.0,0.006334543228149414,0.13601479046086049
399,399.0,0.11600252240896225,0.1353347165085562
400,105.0,0.07284463942050934,0.1346580429260134
401,336.0,1.3302533626556396,0.13398475271138335
402,399.0,0.1689298301935196,0.13331482894782642
403,126.0,0.006532810628414154,0.13264825480308728
404,252.0,0.24887213110923767,0.13198501352907185
405,420.0,0.22798526287078857,0.1313250884614265
406,378.0,440.5745544433594,0.13066846301911936
407,189.0,5.20909670740366e-05,0.13001512070402377
408,294.0,0.25756368041038513,0.12936504510050365
409,231.0,3.8757920265197754e-05,0.12871821987500112
410,252.0,313.15460205078125,0.12807462877562611
411,189.0,416.49102783203125,0.12743425563174798
412,231.0,0.19243569672107697,0.12679708435358925
413,105.0,5.392776012420654,0.1261630989318213
414,168.0,8.871373176574707,0.1255322834371622
415,189.0,0.14213967323303223,0.12490462201997637
416,420.0,0.0337458960711956,0.1242800989098765
417,210.0,0.0448235385119915,0.12365869841532712
418,315.0,0.7674686312675476,0.12304040492325048
419,252.0,0.1837538182735443,0.12242520289863423
420,189.0,1.198359489440918,0.12181307688414106
421,462.0,0.009906833991408348,0.12120401149972035
422,504.0,0.004614774137735367,0.12059799144222175
423,210.0,0.5985360741615295,0.11999500148501063
424,189.0,0.912232518196106,0.11939502647758558
425,252.0,7.38000962883234e-05,0.11879805134519765
426,168.0,0.4484274089336395,0.11820406108847166
427,504.0,2.002810478210449,0.1176130407830293
428,210.0,0.11637701094150543,0.11702497557911415
429,315.0,0.33581826090812683,0.11643985070121858
430,210.0,1.0870200395584106,0.11585765144771248
431,189.0,0.021203618496656418,0.11527836319047392
432,210.0,0.5605790615081787,0.11470197137452155
433,336.0,0.11135198920965195,0.11412846151764894
434,378.0,0.002148897387087345,0.1135578192100607
435,294.0,3.4736368656158447,0.11299003011401039
436,420.0,0.24426545202732086,0.11242507996344034
437,189.0,0.00534208957105875,0.11186295456362313
438,231.0,0.02048109658062458,0.11130363979080501
439,189.0,3.079185262322426e-06,0.11074712159185099
440,399.0,0.5170183777809143,0.11019338598389174
441,189.0,0.014893711544573307,0.10964241905397228
442,483.0,2.8417370319366455,0.10909420695870241
443,231.0,0.050435662269592285,0.1085487359239089
444,357.0,0.33771321177482605,0.10800599224428936
445,294.0,15.555619239807129,0.10746596228306791
446,231.0,0.07880143821239471,0.10692863247165257
447,441.0,0.7045688629150391,0.1063939893092943
448,210.0,0.34919485449790955,0.10586201936274783
449,84.0,22987.521484375,0.10533270926593409
450,189.0,0.17104363441467285,0.10480604571960442
451,693.0,0.9483174681663513,0.1042820154910064
452,609.0,0.9050472378730774,0.10376060541355137
453,252.0,0.008006229996681213,0.1032418023864836
454,231.0,0.7391024827957153,0.10272559337455119
455,420.0,0.002241835230961442,0.10221196540767843
456,483.0,0.2783650755882263,0.10170090558064004
457,189.0,0.07217080146074295,0.10119240105273684
458,294.0,0.09529604017734528,0.10068643904747315
459,336.0,0.023577354848384857,0.10018300685223579
460,525.0,5.031237378716469e-06,0.1
461,189.0,0.13136421144008636,0.1
462,210.0,1.3601617813110352,0.1
463,189.0,0.006714113987982273,0.1
464,189.0,0.33081454038619995,0.1
465,441.0,0.07658982276916504,0.1
466,336.0,0.07909297943115234,0.1
467,462.0,0.0298302061855793,0.1
468,231.0,0.9884369373321533,0.1
469,273.0,1.5064775943756104,0.1
470,189.0,51.22785949707031,0.1
471,210.0,0.024845100939273834,0.1
472,357.0,3.601574182510376,0.1
473,189.0,0.032832760363817215,0.1
474,252.0,30.993032455444336,0.1
475,357.0,0.4284239411354065,0.1
476,294.0,0.6434519290924072,0.1
477,399.0,0.21945485472679138,0.1
478,357.0,0.9295400977134705,0.1
479,231.0,0.0005790332797914743,0.1
480,609.0,0.00010451767593622208,0.1
481,189.0,3.9487733840942383,0.1
482,126.0,0.013013038784265518,0.1
483,378.0,0.28958573937416077,0.1
484,357.0,81.74879455566406,0.1
485,210.0,9.666125297546387,0.1
486,336.0,0.7004251480102539,0.1
487,378.0,1.1117864847183228,0.1
488,357.0,1.472658634185791,0.1
489,315.0,0.0177894439548254,0.1
490,210.0,0.1919674277305603,0.1
491,273.0,0.007872987538576126,0.1
492,273.0,0.06545621156692505,0.1
493,252.0,9.776651859283447e-05,0.1
494,252.0,3.9965217113494873,0.1
495,189.0,2.856520891189575,0.1
496,378.0,7.247775077819824,0.1
497,210.0,1.30356764793396,0.1
498,210.0,0.07239232957363129,0.1
499,126.0,20.41499137878418,0.1
500,315.0,0.14222022891044617,0.1
501,294.0,0.06788308173418045,0.1
502,315.0,1.9400813579559326,0.1
503,441.0,0.008460316807031631,0.1
504,189.0,0.3044535219669342,0.1
505,420.0,0.029237575829029083,0.1
506,294.0,0.00015351548790931702,0.1
507,168.0,0.004233255982398987,0.1
508,168.0,2.0978031158447266,0.1
509,462.0,0.0030984878540039062,0.1
510,399.0,6.0352783203125,0.1
511,273.0,0.0006928166840225458,0.1
512,294.0,0.004635528661310673,0.1
513,420.0,0.644431471824646,0.1
514,336.0,0.0012434835080057383,0.1
515,231.0,0.01392670813947916,0.1
516,378.0,0.06114180013537407,0.1
517,273.0,1.6067930459976196,0.1
518,336.0,3.454495429992676,0.1
519,210.0,0.012100134044885635,0.1
520,273.0,0.001459851861000061,0.1
521,168.0,0.009025231935083866,0.1
522,189.0,0.21159213781356812,0.1
523,441.0,1.3096723705530167e-06,0.1
524,336.0,19.122737884521484,0.1
525,504.0,0.982952892780304,0.1
526,210.0,0.0001344829797744751,0.1
527,273.0,0.9179543852806091,0.1
528,105.0,0.05264565721154213,0.1
529,399.0,0.390472412109375,0.1
530,189.0,0.03504190221428871,0.1
531,273.0,0.009080400690436363,0.1
532,210.0,0.7094957232475281,0.1
533,126.0,0.0978279858827591,0.1
534,567.0,0.39011019468307495,0.1
535,399.0,0.06676659733057022,0.1
536,336.0,2.9802277088165283,0.1
537,441.0,0.003938741981983185,0.1
538,126.0,2.5355257093906403e-05,0.1
539,231.0,2.411789655685425,0.1
540,189.0,0.010420591570436954,0.1
541,315.0,2.688547134399414,0.1
542,189.0,1.5340585708618164,0.1
543,378.0,19.5452880859375,0.1
544,294.0,3.118906170129776e-05,0.1
545,294.0,1.1166790500283241e-05,0.1
546,273.0,4.369998350739479e-06,0.1
547,189.0,14.309508323669434,0.1
548,378.0,0.0009899595752358437,0.1
549,399.0,1.0245321989059448,0.1
550,630.0,0.006609499454498291,0.1
551,252.0,0.2148190140724182,0.1
552,609.0,0.0015223047230392694,0.1
553,63.0,0.9549860954284668,0.1
554,273.0,20.56653594970703,0.1
555,525.0,0.45855894684791565,0.1
556,315.0,0.0025989210698753595,0.1
557,189.0,17.16183853149414,0.1
558,189.0,0.3389557898044586,0.1
559,84.0,63.3890380859375,0.1
560,336.0,2.3986794985830784e-06,0.1
561,273.0,0.7836609482765198,0.1
562,399.0,0.7034677863121033,0.1
563,252.0,0.5144323110580444,0.1
564,210.0,0.0012263248208910227,0.1
565,231.0,2.15413498878479,0.1
566,273.0,0.0023249536752700806,0.1
567,420.0,20.240663528442383,0.1
568,273.0,0.0023396918550133705,0.1
569,483.0,0.01867116056382656,0.1
570,336.0,0.001341104507446289,0.1
571,210.0,0.25429069995880127,0.1
572,252.0,0.02158750779926777,0.1
573,210.0,0.10309923440217972,0.1
574,399.0,0.0034350159112364054,0.1
575,294.0,0.06426707655191422,0.1
576,462.0,0.0008098373655229807,0.1
577,252.0,0.07654759287834167,0.1
578,231.0,2.0127995014190674,0.1
579,378.0,14.231864929199219,0.1
580,273.0,0.02941264770925045,0.1
581,399.0,0.8824861645698547,0.1
582,420.0,5.005156517028809,0.1
583,462.0,0.54994797706604,0.1
584,399.0,0.03754734247922897,0.1
585,63.0,0.05021658539772034,0.1
586,315.0,5.604660511016846,0.1
587,189.0,2.2974660396575928,0.1
588,462.0,1.2362205982208252,0.1
589,189.0,0.007054656744003296,0.1
590,462.0,7.377296447753906,0.1
591,210.0,0.4160993993282318,0.1
592,294.0,47.446861267089844,0.1
593,210.0,0.02109488472342491,0.1
594,126.0,4.934063911437988,0.1
595,210.0,0.014521765522658825,0.1
596,357.0,4.477509021759033,0.1
597,252.0,2.9225316047668457,0.1
598,462.0,4.13652160204947e-05,0.1
599,315.0,0.4650813043117523,0.1
600,126.0,0.37060368061065674,0.1
601,252.0,0.12654252350330353,0.1
602,441.0,0.5073975324630737,0.1
603,294.0,0.3158142864704132,0.1
604,315.0,0.03105481155216694,0.1
605,252.0,3.477761745452881,0.1
606,462.0,0.838888943195343,0.1
607,462.0,0.377959668636322,0.1
608,147.0,0.3281169533729553,0.1
609,462.0,0.6999399662017822,0.1
610,252.0,0.022923575714230537,0.1
611,420.0,0.03912471607327461,0.1
612,147.0,0.5086047053337097,0.1
613,210.0,2.292611598968506,0.1
614,168.0,350.5715637207031,0.1
615,504.0,443.3782653808594,0.1
616,378.0,0.03536541387438774,0.1
